route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
100003,17944,28525819,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898690-1,21101074
100003,17944,28525818,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898665-1,21101074
100003,17944,28525817,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898664-1,21101074
100003,17944,28525816,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898663-1,21101074
100003,17944,28525815,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898667-1,21101074
100003,17944,28525814,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898668-1,21101074
100003,17944,28525813,"RENTON TRANSIT CENTER S RENTON P&R","LOCAL",0,3898692-1,21101074
100045,17944,28525812,"KENT SOUTHCENTER","LOCAL",0,3898693-1,21150186
100045,17944,28525811,"KENT SOUTHCENTER","LOCAL",0,3898694-1,21150186
100045,17944,28525810,"KENT SOUTHCENTER","LOCAL",0,3898695-1,21150189
100045,17944,28525809,"KENT SOUTHCENTER","LOCAL",0,3898694-1,21150190
100045,17944,28525808,"KENT SOUTHCENTER","LOCAL",0,3898663-1,21150189
100045,17944,28525807,"KENT SOUTHCENTER","LOCAL",0,3898696-1,21150189
100045,17944,28525806,"KENT SOUTHCENTER","LOCAL",0,3898664-1,21150190
100045,17944,28525805,"KENT SOUTHCENTER","LOCAL",0,3898668-1,21150189
100045,17944,28525804,"KENT SOUTHCENTER","LOCAL",0,3898689-1,21150189
100045,17944,28525803,"KENT SOUTHCENTER","LOCAL",0,3898691-1,21150189
100045,17944,28525802,"KENT SOUTHCENTER","LOCAL",0,3898667-1,21150189
100045,17944,28525801,"KENT SOUTHCENTER","LOCAL",0,3898690-1,21150189
100045,17944,28525800,"KENT SOUTHCENTER","LOCAL",0,3898663-1,21150189
100045,17944,28525799,"KENT SOUTHCENTER","LOCAL",0,3898669-1,21150189
100045,17944,28525798,"KENT SOUTHCENTER","LOCAL",0,3898696-1,21150189
100045,17944,28525797,"KENT SOUTHCENTER","LOCAL",0,3898664-1,21150189
100045,17944,28525796,"KENT SOUTHCENTER","LOCAL",0,3898662-1,21150189
100045,17944,28525795,"KENT SOUTHCENTER","LOCAL",0,3898663-1,21150189
100045,17944,28525794,"KENT SOUTHCENTER","LOCAL",0,3898669-1,21150189
100045,17944,28525793,"KENT SOUTHCENTER","LOCAL",0,3898667-1,21150190
100045,17944,28525792,"KENT SOUTHCENTER","LOCAL",0,3898690-1,21150189
100045,17944,28525791,"KENT SOUTHCENTER","LOCAL",0,3898668-1,21150189
100045,17944,28525790,"KENT SOUTHCENTER","LOCAL",0,3898665-1,21150189
100045,17944,28525789,"KENT SOUTHCENTER","LOCAL",0,3898664-1,21150189
100045,17944,28525788,"KENT SOUTHCENTER","LOCAL",0,3898662-1,21150189
100045,17944,28525787,"KENT SOUTHCENTER","LOCAL",0,3898663-1,21150189
100045,17944,28525786,"KENT SOUTHCENTER","LOCAL",0,3898669-1,21150189
100045,17944,28525785,"KENT SOUTHCENTER","LOCAL",0,3898667-1,21150189
100045,17944,28525784,"KENT SOUTHCENTER","LOCAL",0,3898690-1,21150189
100045,17944,28525783,"KENT SOUTHCENTER","LOCAL",0,3898668-1,21150189
100045,17944,28525782,"KENT SOUTHCENTER","LOCAL",0,3898665-1,21150189
100045,17944,28525781,"KENT SOUTHCENTER","LOCAL",0,3898666-1,21150189
100469,17944,28525780,"AUBURN STATION ","LOCAL",0,3898694-1,21180095
100469,17944,28525779,"SEATTLE TACOMA INTERNATIONAL AIRPORT KENT STATION","LOCAL",1,3898693-1,10180086
100469,17944,28525778,"SEATTLE TACOMA INTERNATIONAL AIRPORT KENT STATION","LOCAL",1,3898694-1,10180086
100005,17944,28525776,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898669-1,10106095
100005,17944,28525775,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898693-1,10106094
100005,17944,28525774,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898692-1,10106094
100005,17944,28525773,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898695-1,10106095
100005,17944,28525772,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898694-1,10106095
100005,17944,28525771,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898663-1,10106095
100005,17944,28525770,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898665-1,10106088
100005,17944,28525769,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898664-1,10106095
100005,17944,28525768,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898668-1,10106095
100005,17944,28525767,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898689-1,10106095
100005,17944,28525766,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898691-1,10106095
100005,17944,28525765,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898667-1,10106095
100005,17944,28525764,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898690-1,10106095
100005,17944,28525763,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898668-1,10106095
100005,17944,28525762,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898692-1,10106095
100005,17944,28525761,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898664-1,10106095
100005,17944,28525760,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898662-1,10106095
100005,17944,28525759,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898663-1,10106095
100005,17944,28525758,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898669-1,10106095
100005,17944,28525757,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898667-1,10106095
100005,17944,28525756,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898690-1,10106095
100005,17944,28525755,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898668-1,10106095
100005,17944,28525754,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898665-1,10106095
100005,17944,28525753,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898692-1,10106095
100005,17944,28525752,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898664-1,10106095
100005,17944,28525751,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898662-1,10106095
100005,17944,28525750,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898663-1,10106095
100005,17944,28525749,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898667-1,10106095
100005,17944,28525748,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898690-1,10106095
100005,17944,28525747,"DOWNTOWN SEATTLE RAINIER BEACH STATION","LOCAL",1,3898668-1,10106095
100003,17944,28525746,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898692-1,10101071
100045,17944,28525745,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898693-1,10150188
100045,17944,28525744,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898669-1,10150188
100045,17944,28525743,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898695-1,10150185
100003,17944,28525742,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898695-1,10101071
100003,17944,28525741,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898692-1,10101071
100003,17944,28525740,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898689-1,10101071
100003,17944,28525739,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898688-1,10101071
100003,17944,28525738,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898689-1,10101071
100003,17944,28525737,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898688-1,10101071
100003,17944,28525736,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898689-1,10101071
100003,17944,28525735,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898688-1,10101071
100003,17944,28525734,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898693-1,10101071
100003,17944,28525733,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898692-1,10101071
100003,17944,28525732,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898695-1,10101071
100003,17944,28525731,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898688-1,10101071
100003,17944,28525730,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898665-1,10101071
100003,17944,28525729,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898688-1,10101071
100003,17944,28525728,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898691-1,10101071
100003,17944,28525727,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898666-1,10101071
100003,17944,28525726,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898691-1,10101071
100003,17944,28525725,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898666-1,10101071
100003,17944,28525724,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898691-1,10101071
100003,17944,28525723,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898666-1,10101071
100003,17944,28525722,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898691-1,10101071
100003,17944,28525721,"DOWNTOWN SEATTLE S RENTON P&R","LOCAL",1,3898692-1,10101071
100045,17944,28525720,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898694-1,10150185
100045,17944,28525719,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898663-1,10150188
100045,17944,28525718,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898696-1,10150188
100045,17944,28525717,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898668-1,10150188
100045,17944,28525716,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898689-1,10150172
100045,17944,28525715,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898667-1,10150172
100045,17944,28525714,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898690-1,10150188
100045,17944,28525713,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898663-1,10150188
100045,17944,28525712,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898669-1,10150188
100045,17944,28525711,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898696-1,10150188
100045,17944,28525710,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898664-1,10150188
100045,17944,28525709,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898662-1,10150188
100045,17944,28525708,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898663-1,10150188
100045,17944,28525707,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898669-1,10150188
100045,17944,28525706,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898667-1,10150188
100045,17944,28525705,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898668-1,10150188
100045,17944,28525704,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898665-1,10150188
100045,17944,28525703,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898692-1,10150188
100045,17944,28525702,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898664-1,10150188
100045,17944,28525701,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898662-1,10150188
100045,17944,28525700,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898663-1,10150188
100045,17944,28525699,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898669-1,10150188
100045,17944,28525698,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898667-1,10150188
100045,17944,28525697,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898690-1,10150188
100045,17944,28525696,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898668-1,10150188
100045,17944,28525695,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898665-1,10150188
100045,17944,28525694,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898666-1,10150188
100045,17944,28525693,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898664-1,10150188
100045,17944,28525692,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898662-1,10150188
100045,17944,28525691,"DOWNTOWN SEATTLE SOUTHCENTER","LOCAL",1,3898663-1,10150188
100512,17944,28525690,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898652-1,10671014
100512,17944,28525689,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898653-1,10671014
100512,17944,28525688,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898653-1,10671014
100512,17944,28525687,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671014
100512,17944,28525686,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671014
100512,17944,28525685,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525684,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525683,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671014
100512,17944,28525682,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525681,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671014
100512,17944,28525680,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671014
100512,17944,28525679,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898653-1,10671014
100512,17944,28525678,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671014
100512,17944,28525677,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671014
100512,17944,28525676,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525675,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525674,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671007
100512,17944,28525673,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525672,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525671,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525670,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671007
100512,17944,28525669,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525668,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525667,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525666,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671007
100512,17944,28525665,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525664,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525663,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525662,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525661,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525660,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525659,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525658,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525657,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525656,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525655,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525654,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525653,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525652,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671014
100512,17944,28525651,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898652-1,10671014
100512,17944,28525650,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671014
100512,17944,28525649,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898653-1,10671014
100512,17944,28525648,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671014
100512,17944,28525647,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898652-1,10671014
100512,17944,28525646,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671014
100512,17944,28525645,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898653-1,10671014
100512,17944,28525644,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898654-1,10671014
100512,17944,28525643,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898652-1,10671014
100512,17944,28525642,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671014
100512,17944,28525641,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671014
100512,17944,28525640,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671014
100512,17944,28525639,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525638,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525637,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525636,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525635,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525634,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525633,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525632,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525631,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525630,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525629,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525628,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525627,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525626,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525625,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525624,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525623,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525622,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525621,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671007
100512,17944,28525620,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671007
100512,17944,28525619,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898658-1,10671007
100512,17944,28525618,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898655-1,10671007
100512,17944,28525617,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898659-1,10671007
100512,17944,28525616,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898656-1,10671007
100512,17944,28525615,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898660-1,10671007
100512,17944,28525614,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898657-1,10671014
100512,17944,28525613,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898661-1,10671014
100512,17944,28525612,"TUKWILA LINK STATION INTERNATIONAL BOULEVARD","LOCAL",1,3898652-1,10671014
100489,17944,28525569,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525568,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525567,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525566,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525565,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525564,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525563,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525562,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525561,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525560,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525559,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525558,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525557,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525556,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525555,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898687-1,31156021
100489,17944,28525554,"HIGHLINE COLLEGE SEA TAC","LOCAL",0,3898686-1,31156021
100489,17944,28525553,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525552,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525551,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525550,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525549,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525548,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525547,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525546,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525545,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525544,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525543,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525542,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525541,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525540,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100489,17944,28525539,"SOUTHCENTER SEA TAC","LOCAL",1,3898687-1,40156020
100489,17944,28525538,"SOUTHCENTER SEA TAC","LOCAL",1,3898686-1,40156020
100006,17944,28525537,"RAINIER BEACH WEST HILL","LOCAL",1,3898647-1,10107014
100006,17944,28525509,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898644-1,21107015
100006,17944,28525508,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898646-1,21107015
100006,17944,28525507,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898647-1,21107015
100006,17944,28525506,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898645-1,21107015
100006,17944,28525505,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898644-1,21107015
100006,17944,28525504,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898646-1,21107015
100006,17944,28525503,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898643-1,21107015
100006,17944,28525502,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898647-1,21107015
100006,17944,28525501,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898643-1,21107015
100006,17944,28525500,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898644-1,21107015
100006,17944,28525499,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898645-1,21107015
100006,17944,28525498,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898647-1,21107015
100006,17944,28525497,"RENTON TRANSIT CENTER WEST HILL","LOCAL",0,3898643-1,21107015
100006,17944,28525496,"RAINIER BEACH WEST HILL","LOCAL",1,3898646-1,10107014
100006,17944,28525495,"RAINIER BEACH WEST HILL","LOCAL",1,3898647-1,10107014
100006,17944,28525494,"RAINIER BEACH WEST HILL","LOCAL",1,3898645-1,10107014
100006,17944,28525493,"RAINIER BEACH WEST HILL","LOCAL",1,3898644-1,10107014
100006,17944,28525492,"RAINIER BEACH WEST HILL","LOCAL",1,3898646-1,10107014
100006,17944,28525491,"RAINIER BEACH WEST HILL","LOCAL",1,3898647-1,10107014
100006,17944,28525490,"RAINIER BEACH WEST HILL","LOCAL",1,3898646-1,10107014
100006,17944,28525489,"RAINIER BEACH WEST HILL","LOCAL",1,3898643-1,10107014
100006,17944,28525488,"RAINIER BEACH WEST HILL","LOCAL",1,3898644-1,10107014
100006,17944,28525487,"RAINIER BEACH WEST HILL","LOCAL",1,3898645-1,10107014
100006,17944,28525486,"RAINIER BEACH WEST HILL","LOCAL",1,3898647-1,10107014
100006,17944,28525485,"RAINIER BEACH WEST HILL","LOCAL",1,3898643-1,10107014
100006,17944,28525484,"RAINIER BEACH WEST HILL","LOCAL",1,3898644-1,10107014
100006,17944,28525483,"RAINIER BEACH WEST HILL","LOCAL",1,3898644-1,10107014
100072,17944,28525471,"TWIN LAKES P&R AUBURN STATION","LOCAL",1,3898641-1,30181026
